t,prev_t,dt,_dt_sum,de,vx,vy,vz,ax,ay,az,x,y,z,v_current,v_ref,throttle_computer,throttle_vehicle,kp,ki,kd
996.1193,0,0,0,0,-0.0061867037,0.0011133468,-0.004775319,-0.011260986,-0.0033721924,-0.99938965,-0.08507853,1.2940559,-15.1862955,0.007894207706947223,2.0,0.25100532982892465,0.0,0.12600000000000003, 0.0,-0.028800000000000003
996.2036,996.1193,0.08430000000009841,0,0,-0.008855465849999999,0.0026429560999999997,-0.005914470749999999,-0.013061523,-0.0030059814,-0.9985504,-0.08540344,1.2941206,-15.186487,0.010972030651599957,2.0,0.25061752413789845,0.0,0.12600000000000003, 0.0,-0.028800000000000003
996.2533,996.2036,0.049699999999916145,0,0,-0.006176539399999999,0.0017662347256666665,-0.004079428249999999,-0.0118255615,-0.0036621094,-0.9984741,-0.08555603,1.2941632,-15.186575,0.007609925026752971,2.0,0.25104114944662914,0.25100532,0.12600000000000003, 0.0,-0.028800000000000003
996.301,996.2533,0.047700000000077125,0,0,-0.0078715733,0.0020742624942499998,-0.005939755687499999,-0.010528564,-0.0034484863,-0.9987488,-0.085780434,1.2942092,-15.186761,0.010076950369011139,2.0,0.2507303042535046,0.25061753,0.12600000000000003, 0.0,-0.028800000000000003
996.35284,996.301,0.05183999999997013,0.2335400000000618,0.005779132828997035,-0.00634879014,0.0016256507774,-0.005042653209999999,-0.012023926,-0.0029907227,-0.9981842,-0.085910134,1.294219,-15.186868,0.008269112896081765,2.0,0.25091185871246174,0.2507303,0.12600000000000003, 0.0,-0.028800000000000003
996.41785,996.35284,0.06501000000002932,0.29855000000009113,-0.035444935562390804,-0.00624283114,0.0015125840173999998,-0.0048229875100000005,-0.13813782,0.4814911,-0.9202728,-0.08622742,1.2942529,-15.187107,0.008032562453779219,2.0,0.251271456615323,0.2507303,0.12600000000000003, 0.0,-0.028800000000000003
996.453,996.41785,0.035149999999930515,0.24939999999992324,-0.031709870074445326,-0.00405059816,0.0005993514434,-0.00354054663,0.32125854,0.49145508,-1.001358,-0.086265564,1.2942443,-15.187124,0.005413135694373955,2.0,0.2515716238631045,0.25091186,0.12600000000000003, 0.0,-0.028800000000000003
996.51996,996.453,0.06695999999999458,0.2666600000000017,0.4264871108013113,0.013803901940000002,4.1259968000000034e-05,-0.039314831980000006,0.31443787,0.78596497,-0.8997803,-0.08354792,1.2945039,-15.193906,0.0416677984151998,2.0,0.24333796051327436,0.25157163,0.12600000000000003, 0.0,-0.028800000000000003
996.5704,996.51996,0.0504399999999805,0.26939999999990505,1.4804570318828263,0.04987920494,-0.0018334253920000002,-0.10808880038000002,0.2946167,0.5951996,-1.1033936,-0.07647705,1.2941587,-15.209982,0.1190566474486076,2.0,0.22515520616641285,0.24333796,0.12600000000000003, 0.0,-0.028800000000000003
996.6193,996.5704,0.048900000000003274,0.2664599999999382,3.378135029679987,0.10139288644,-0.004354472774,-0.23727850371999998,-0.22402954,0.66760254,-1.1964874,-0.06599268,1.2936592,-15.236062,0.2580708569005348,2.0,0.19245799179309275,0.24333796,0.12600000000000003, 0.0,-0.028800000000000003
996.9525,996.6193,0.33320000000003347,0.5346499999999423,4.057386966924489,0.25108384818,-0.008282728174000002,-0.5536622656200001,0.112960815,-0.36758423,-0.5127411,0.11954498,1.2864766,-15.644142,0.6079914528793585,2.0,0.14293398120180495,0.19245799,0.12600000000000003, 0.0,-0.028800000000000003
996.9861,996.9525,0.033599999999978536,0.5330999999999904,6.705673281653301,0.4417760888,-0.01759403668,-0.935445662,0.045928955,-0.02494812,-0.79481506,0.15016937,1.2858636,-15.704527,1.0346662502066746,2.0,0.0679866662207326,0.19245799,0.12600000000000003, 0.0,-0.028800000000000003
997.0341,996.9861,0.04800000000000182,0.5141399999999976,9.07239042123568,0.610315472,-0.0254011106,-1.276077508,-0.1370697,0.1493988,-1.0778961,0.1949768,1.2846878,-15.798386,1.4147452061080772,2.0,0.0011629806604968457,0.14293398,0.12600000000000003, 0.0,-0.028800000000000003
