t,prev_t,dt,_dt_sum,de,vx,vy,vz,ax,ay,az,x,y,z,v_current,v_ref,throttle_computer,throttle_vehicle,kp,ki,kd
718.82086,0,0,0,0,0.00038460304,-0.00032050256,0.0007051056,-0.0019378662,-0.0035858154,-0.9968262,1.5305368,0.4592118,-5.971129,0.0008647631447368437,3.0,0.43187547410715793,0.0,0.14400000000000002, 0.0,-0.014400000000000001
718.8731,718.82086,0.05223999999998341,0,0,0.000431161355,-0.00023655373,0.000591412635,-0.004776001,-0.0028381348,-0.9975128,1.5305585,0.4592012,-5.9710956,0.0007691727283646972,3.0,0.4318892391271155,0.0,0.14400000000000002, 0.0,-0.014400000000000001
718.93823,718.8731,0.06512999999995372,0,0,0.00031648955999999997,-0.00027208157,0.0004814210566666667,-0.0031280518,-0.00021362305,-0.9972687,1.5305762,0.4591841,-5.971076,0.0006371501048612552,3.0,0.43190825038490005,0.43188924,0.14400000000000002, 0.0,-0.014400000000000001
718.9873,718.93823,0.04907000000002881,0,0,0.0002435780415,-0.0002226937925,-0.00011924158249999997,-0.0049438477,-0.00045776367,-0.99746704,1.5305626,0.45918453,-5.9711456,0.0003509150075390237,3.0,0.43194946823891445,0.43188924,0.14400000000000002, 0.0,-0.014400000000000001
719.05664,718.9873,0.06934000000001106,0.235779999999977,0.001986929192854604,0.0004370057932,-0.0001749004188,-0.000876500866,-0.003753662,0.4421997,-1.0325775,1.5306263,0.45918328,-5.971339,0.0009948959683733403,3.0,0.4318487872637829,0.43190825,0.14400000000000002, 0.0,-0.014400000000000001
719.0896,719.05664,0.032960000000002765,0.2687399999999798,0.022235415608950343,0.0006246948452,-9.596572879999998e-05,-0.002345381386,-0.039596558,0.4244995,-0.939209,1.5306579,0.4591869,-5.9715137,0.002429046503572718,3.0,0.4315612756410498,0.43194947,0.14400000000000002, 0.0,-0.014400000000000001
719.1562,719.0896,0.066599999999994,0.28309999999999036,0.4136290335451259,0.0060261531112,0.0036372010512,-0.03240893132,-0.88209534,1.3452148,-1.3524933,1.5314465,0.45965385,-5.9760313,0.03316447771503349,3.0,0.4255697990748547,0.4318488,0.14400000000000002, 0.0,-0.014400000000000001
719.204,719.1562,0.047799999999938336,0.26576999999997497,1.4408114989748542,0.017658683917199998,0.0064075439012,-0.10505247089999999,-0.25598145,1.7584991,-1.7742767,1.5338662,0.46042144,-5.990802,0.10671882391934764,3.0,0.4108692433597146,0.43156126,0.14400000000000002, 0.0,-0.014400000000000001
719.2556,719.204,0.05160000000000764,0.2682999999999538,2.967733568732895,0.03926136122,0.0166207287932,-0.21804438499999995,-0.2835083,0.6338043,-0.54496765,1.5387348,0.46193862,-6.016963,0.22217348388251157,3.0,0.38813608404598676,0.41086924,0.14400000000000002, 0.0,-0.014400000000000001
719.3041,719.2556,0.048499999999989996,0.24745999999993273,5.908580872447652,0.07106756186,0.03274263817800001,-0.40101567740000005,0.4729004,-0.73127747,-0.25231934,1.5444402,0.46321115,-6.0512824,0.40857833058565557,3.0,0.349530396905875,0.41086924,0.14400000000000002, 0.0,-0.014400000000000001
719.35645,719.3041,0.05235000000004675,0.2668499999999767,7.586650645866601,0.10060299419999999,0.038011614000000006,-0.585733838,1.5087891,0.88316345,-0.8834686,1.5526863,0.46470582,-6.0978565,0.5955249568398461,3.0,0.3158978036315958,0.3881361,0.14400000000000002, 0.0,-0.014400000000000001
719.42194,719.35645,0.06548999999995431,0.265739999999937,9.67312899842347,0.142466568,0.049053995,-0.8068078919999999,-2.2699738,0.5864258,-1.194809,1.5678517,0.46912402,-6.18034,0.8207569628194706,3.0,0.27511848136030237,0.3495304,0.14400000000000002, 0.0,-0.014400000000000001
719.4744,719.42194,0.0524599999999964,0.2703999999999951,10.684787688366507,0.19111331599999998,0.054071895599999996,-1.00528728,-1.7740021,0.7557831,-1.166626,1.5813001,0.47166845,-6.2525945,1.0247197591420258,3.0,0.24170120393008226,0.3158978,0.14400000000000002, 0.0,-0.014400000000000001
719.5386,719.4744,0.06420000000002801,0.28300000000001546,10.74657287447501,0.22149314599999997,0.06238998,-1.2320737,-1.1000824,0.7293091,-1.0785065,1.6024706,0.4771701,-6.367773,1.2533783648847094,3.0,0.20852722395870185,0.27511847,0.14400000000000002, 0.0,-0.014400000000000001
719.67444,719.5386,0.13584000000003016,0.3703400000000556,9.0691627362988,0.267787138,0.075611586,-1.50294852,1.3846283,0.97494507,-1.1506195,1.6543822,0.48973382,-6.6587925,1.5284898812180134,3.0,0.17562080615941092,0.20852722,0.14400000000000002, 0.0,-0.014400000000000001
