t,prev_t,dt,_dt_sum,de,vx,vy,vz,ax,ay,az,x,y,z,v_current,v_ref,throttle_computer,throttle_vehicle,kp,ki,kd
916.45593,0,0,0,0,0.002226225,-0.00055558153,0.0015015323,-0.001663208,-0.0022583008,-1.000061,-0.7745909,0.08496392,0.062729836,0.0027421429275377735,3.0,0.4316051314184346,0.0,0.14400000000000002, 0.0,-0.028800000000000003
916.5095,916.45593,0.05357000000003609,0,0,0.0012211686500000001,-0.00033665717500000003,0.000759031639,-0.0017547607,-0.00340271,-0.997345,-0.7745664,0.084955096,0.06274557,0.0014767260931617717,3.0,0.43178735144258473,0.0,0.14400000000000002, 0.0,-0.028800000000000003
916.5746,916.5095,0.06510000000002947,0,0,0.0008744636166666668,-0.00045525491666666666,-0.00011231380733333332,-0.0011901855,-0.0015563965,-0.99909973,-0.77437437,0.08478573,0.0625407,0.0009922489845500622,3.0,0.43185711614622485,0.43178734,0.14400000000000002, 0.0,-0.028800000000000003
916.6409,916.5746,0.06629999999995562,0,0,0.0014237605375,-0.0010553299875,-0.0020136646055,-0.010314941,0.013793945,-0.99609375,-0.7742076,0.084627986,0.062132835,0.002682472850580693,3.0,0.4316137239095164,0.43178734,0.14400000000000002, 0.0,-0.028800000000000003
916.67487,916.6409,0.03397000000006756,0.21894000000008873,0.002502885505244565,0.0011565659312000002,-0.000978453464,-0.0024662328243999997,-0.096343994,0.4638672,-1.090622,-0.7741953,0.084594965,0.06196356,0.0028943600810151667,3.0,0.43156318906429186,0.4318571,0.14400000000000002, 0.0,-0.028800000000000003
916.73914,916.67487,0.06426999999996497,0.2832100000000537,0.12038229137694928,0.00016427141120000003,-0.000978622198,-0.0109020666844,-0.16751099,-1.2669678,-0.3542633,-0.7740618,0.0844543,0.06074643,0.010947134076737182,3.0,0.42946055436193425,0.4316137,0.14400000000000002, 0.0,-0.028800000000000003
916.95624,916.73914,0.21709999999995944,0.44673999999997704,1.4326756095383584,-0.0179204750488,-0.007987502833999998,-0.17769948287999998,-0.17312622,1.3280487,-1.4877167,-0.7788334,0.08227289,-0.04678917,0.1787793328193089,3.0,0.39479437119771266,0.42946056,0.14400000000000002, 0.0,-0.028800000000000003
917.00995,916.95624,0.05371000000002368,0.43534999999997126,3.147283408057888,-0.0322160537588,-0.011027868554,-0.38176964193999996,-0.29270935,1.6695862,-1.7025757,-0.7804824,0.08156896,-0.09990859,0.38328520387777815,3.0,0.3516286633771369,0.42946056,0.14400000000000002, 0.0,-0.028800000000000003
917.1083,917.00995,0.09834999999998217,0.4673999999999978,5.597714257709019,-0.0462089660188,-0.003896896114000001,-0.72818917854,1.061676,-0.18249512,-0.5267639,-0.7855873,0.080619335,-0.23707771,0.7296642612068992,3.0,0.2821466323245344,0.35162866,0.14400000000000002, 0.0,-0.028800000000000003
917.1741,917.1083,0.06579999999996744,0.4992299999998977,7.567059125800498,-0.05215939352,0.002930619960000001,-1.0590212974,0.27807617,-0.14399719,-0.4575653,-0.7882081,0.08214894,-0.34798056,1.0603090583469064,3.0,0.21877902259164153,0.28214663,0.14400000000000002, 0.0,-0.028800000000000003
917.21027,917.1741,0.036170000000083746,0.4711300000000165,9.145383284072933,-0.071895973,0.0012422574000000015,-1.37374993,0.5611267,0.1257019,-0.64230347,-0.79125965,0.08186293,-0.4094751,1.3756305624374845,3.0,0.1607461327364188,0.28214663,0.14400000000000002, 0.0,-0.028800000000000003
917.2724,917.21027,0.06212999999991098,0.316159999999968,14.320297298034571,-0.075180059,0.0109926616,-1.63916556,-1.3909454,0.7561493,-1.3362885,-0.7977923,0.0827705,-0.5476201,1.6409255354739316,3.0,0.08114434450747732,0.21877903,0.14400000000000002, 0.0,-0.028800000000000003
917.3227,917.2724,0.05030000000010659,0.31275000000005093,15.095348257202648,-0.07757782099999999,0.0088187912,-2.03957874,0.47105408,0.30615234,-0.9704132,-0.80256116,0.08309761,-0.6620112,2.041072641051593,3.0,0.01732275363094947,0.16074613,0.14400000000000002, 0.0,-0.028800000000000003
917.3727,917.3227,0.049999999999954525,0.2644000000000233,15.313724985812689,-0.087844743,-0.0031601105999999996,-2.18324826,0.65904236,0.007659912,-0.58473206,-0.8084702,0.082461506,-0.7853535,2.185017082305026,3.0,-0.005152259738425258,0.08114435,0.14400000000000002, 0.0,-0.028800000000000003
917.45636,917.3727,0.08366000000000895,0.2822600000000648,13.871384780468974,-0.11215818500000001,-0.022728848200000002,-2.4605644399999997,0.8957367,0.6078949,-1.0831146,-0.8191313,0.08042139,-1.0096997,2.463224192475282,3.0,-0.033675361960192385,-0.00515226,0.14400000000000002, 0.0,-0.028800000000000003
917.6412,917.45636,0.18484000000000833,0.4309299999999894,9.066075378699347,-0.0863459134,-0.0357974376,-2.7245570199999998,0.23986816,-0.16972351,-1.292984,-0.8433054,0.07515669,-1.5855267,2.726159941846935,3.0,-0.033095634655553444,-0.03367536,0.14400000000000002, 0.0,-0.028800000000000003
917.67413,917.6412,0.03292999999996482,0.4017300000000432,7.500805818922759,-0.0949668334,-0.045501445599999996,-2.87617296,-0.20845032,-0.3972473,-1.0739441,-0.847173,0.07309401,-1.6896708,2.878100063728305,3.0,-0.04245285572825797,-0.03367536,0.14400000000000002, 0.0,-0.028800000000000003
917.7557,917.67413,0.0815700000000561,0.4329999999999927,5.871549828441825,-0.09424967739999998,-0.0429943898,-2.88937758,-0.007736206,-0.023025513,-0.75149536,-0.85258555,0.06946483,-1.9448496,2.8912340477814893,3.0,-0.03131010150806905,-0.033095635,0.14400000000000002, 0.0,-0.028800000000000003
917.8928,917.7557,0.1370999999999185,0.5200999999999567,3.1799195787568806,-0.0922771554,-0.04231609139999999,-2.9208706199999996,-0.42100525,-0.74476624,-0.9937439,-0.8644135,0.06290966,-2.3361218,2.922634240506203,3.0,-0.014298687262948265,-0.0313101,0.14400000000000002, 0.0,-0.028800000000000003
917.9401,917.8928,0.047300000000063847,0.4837400000000116,0.7960611043245147,-0.061730696019999996,-0.049699624399999996,-2.8320197800000004,0.5430603,0.39097595,-1.4508209,-0.8635444,0.05819428,-2.4773803,2.8331284414596993,3.0,0.01766101559520722,-0.0313101,0.14400000000000002, 0.0,-0.028800000000000003
918.05597,917.9401,0.1158699999999726,0.4147699999999759,-0.32407003396166306,-0.09073810862000001,-0.043917540399999996,-2.8389735,0.3859558,0.47817993,-1.2476196,-0.87492716,0.051617265,-2.7976913,2.84076269484323,3.0,0.02552273221426825,0.017661016,0.14400000000000002, 0.0,-0.028800000000000003
918.10834,918.05597,0.05236999999999625,0.4342100000000073,-0.34110136941148766,-0.08053687342,-0.0500965184,-2.84851388,0.91915894,0.4751892,-1.5095215,-0.880394,0.049188018,-2.9306204,2.8500924851114435,3.0,0.024315493099244034,0.017661016,0.14400000000000002, 0.0,-0.028800000000000003
918.1395,918.10834,0.031159999999999854,0.38379999999995107,-1.0625826024547216,-0.09073331942,-0.060293998,-2.80723812,0.13162231,0.1628418,-1.1607971,-0.8855331,0.04633048,-3.017429,2.8093511286111834,3.0,0.03595409829962736,0.025522733,0.14400000000000002, 0.0,-0.028800000000000003
918.2077,918.1395,0.06820000000004711,0.31490000000007967,0.29972062030855395,-0.10890186941999999,-0.053094148099999995,-2.8567777400000005,0.34158325,-0.01651001,-1.0300598,-0.8941444,0.044513404,-3.190118,2.859345670163918,3.0,0.017856458533927408,0.024315493,0.14400000000000002, 0.0,-0.028800000000000003
918.3063,918.2077,0.09859999999991942,0.36619999999993524,0.9577290707848228,-0.13914393879999998,-0.07678802609999999,-2.9338837399999997,-0.1505127,-0.36930847,-0.86935425,-0.9054689,0.036274105,-3.4363065,2.9381850242102687,3.0,0.0012395239474427564,0.017856458,0.14400000000000002, 0.0,-0.028800000000000003
918.39136,918.3063,0.08505999999999858,0.3353899999999612,-0.9404824664677466,-0.1449643708,-0.0691840389,-2.7577996,1.0177155,-0.040664673,-1.2723846,-0.9156673,0.032474637,-3.6350212,2.7624734811035045,3.0,0.04172767845283735,0.001239524,0.14400000000000002, 0.0,-0.028800000000000003
